"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V045052","V045052","integer","integer","0|5|7|15|20|30|40|50|60|70|77|85|.","0|5|7|15|20|30|40|50|60|70|77|85|.","",""
"V045053","V045053","integer","integer",".",".","",""
"V045054","V045054","integer","integer","0|15|20|25|30|40|50|60|70|75|80|85|100|.","0|15|20|25|30|40|50|60|70|75|80|85|100|.","",""
"V045055","V045055","integer","integer",".",".","",""
"V045056","V045056","integer","integer",".",".","",""
"V045057","V045057","integer","integer",".",".","",""
"V045058","V045058","integer","integer",".",".","",""
"V045059","V045059","integer","integer",".",".","",""
"V045060","V045060","integer","integer",".",".","",""
"V045061","V045061","integer","integer",".",".","",""
"V045062","V045062","integer","integer",".",".","",""
"V045063","V045063","integer","integer",".",".","",""
"V045064","V045064","integer","integer",".",".","",""
"V045065","V045065","integer","integer",".",".","",""
"V045066","V045066","integer","integer",".",".","",""
"V045067","V045067","integer","integer",".",".","",""
"V045068","V045068","integer","integer",".",".","",""
"V045069","V045069","integer","integer",".",".","",""
"V045070","V045070","integer","integer",".",".","",""
"V045071","V045071","integer","integer",".",".","",""
"V045072","V045072","integer","integer",".",".","",""
"V045073","V045073","integer","integer",".",".","",""
"V045074","V045074","integer","integer",".",".","",""
"V045075","V045075","integer","integer",".",".","",""
"V045076","V045076","integer","integer",".",".","",""
"V045077","V045077","integer","integer",".",".","",""
"V045078","V045078","integer","integer",".",".","",""
"V045079","V045079","integer","integer",".",".","",""
"V045080","V045080","integer","integer",".",".","",""
"V045081","V045081","integer","integer",".",".","",""
"V045082","V045082","integer","integer",".",".","",""
"V045083","V045083","integer","integer",".",".","",""
"V045084","V045084","integer","integer",".",".","",""
"V045085","V045085","integer","integer",".",".","",""
"V045086","V045086","integer","integer",".",".","",""
"V045087","V045087","integer","integer",".",".","",""
"V045088","V045088","integer","integer",".",".","",""
"V045089","V045089","factor","factor","1. The Democrats|5. The Republicans|8. Don't know|9. Refused|.","1. The Democrats|5. The Republicans|8. Don't know|9. Refused|.","",""
"V045090","V045090","factor","factor","1. The Democrats|5. The Republicans|8. Don't know|9. Refused|.","1. The Democrats|5. The Republicans|8. Don't know|9. Refused|.","",""
"V045091","V045091","factor","factor","1. Democratic running incumbent|2. Republican running incumbent|3. Other running incumbent|4. Democratic retiring incumbent|5. Republican retiring incumbent|6. Other retiring incumbent|7. No identifiable incumbent or Washington DC|.","1. Democratic running incumbent|2. Republican running incumbent|3. Other running incumbent|4. Democratic retiring incumbent|5. Republican retiring incumbent|6. Other retiring incumbent|7. No identifiable incumbent or Washington DC|.","",""
"V045092","V045092","factor","factor","1. Approve|5. Disapprove|8. Don't know|9. Refused|.","1. Approve|5. Disapprove|8. Don't know|9. Refused|.","",""
"V045092A","V045092A","factor","factor","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. Don't know|9. Refused|.","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. Don't know|9. Refused|.","",""
"V045093","V045093","factor","factor","0. No running House incumbent|1. More than half|2. Half|3. Less than half|7. Don't know;not sure|9. Refused|.","0. No running House incumbent|1. More than half|2. Half|3. Less than half|7. Don't know;not sure|9. Refused|.","",""
"V045094","V045094","factor","factor","1. Very good|2. Fairly good|3. Fairly poor|4. Very poor|8. Don't know|9. Refused|.","1. Very good|2. Fairly good|3. Fairly poor|4. Very poor|8. Don't know|9. Refused|.","",""
"V045095","V045095","factor","factor","1. Most of the time|2. Some of the time|3. Only now and then|4. Hardly at all|8. Don't know|9. Refused|.","1. Most of the time|2. Some of the time|3. Only now and then|4. Hardly at all|8. Don't know|9. Refused|.","",""
"V045096","V045096","factor","factor","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","",""
"V045097","V045097","factor","factor","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","",""
"V045098","V045098","factor","factor","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","",""
"V045099","V045099","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045100","V045100","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045101","V045101","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045102","V045102","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045103","V045103","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045104","V045104","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045105","V045105","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045106","V045106","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045107","V045107","factor","factor","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","1. Very important|3. Somewhat important|5. Not important at all|8. Don't know|9. Refused|.","",""
"V045108","V045108","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not at all important|8. Don't know|9. Refused|.","",""
"V045109","V045109","factor","factor","1. Yes, have interest in question|5. No, haven't had interest|8. Don't know|9. Refused|.","1. Yes, have interest in question|5. No, haven't had interest|8. Don't know|9. Refused|.","",""
"V045109A","V045109A","factor","factor","1. Government in Washington should see to it that|5. This is not the Federal government's business|7. Other {SPECIFY}|8. Don't know|9. Refused|.","1. Government in Washington should see to it that|5. This is not the Federal government's business|7. Other {SPECIFY}|8. Don't know|9. Refused|.","",""
"V045109B","V045109B","factor","factor","1. Feel govt should see to jobs - strongly|2. Feel govt should see to jobs - not strongly|4. Feel not govt business - not strongly|5. Feel not govt business - strongly|8. Don't know|9. Refused|.","1. Feel govt should see to jobs - strongly|2. Feel govt should see to jobs - not strongly|4. Feel not govt business - not strongly|5. Feel not govt business - strongly|8. Don't know|9. Refused|.","",""
"V045110","V045110","factor","factor","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","",""
"V045111","V045111","factor","factor","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","",""
"V045112","V045112","factor","factor","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","1. Yes, favor|5. No, don't favor|8. Don't know|9. Refused|.","",""
"V045113","V045113","factor","factor","1. Larger|3. Smaller|5. About the same|8. Don't know|9. Refused|.","1. Larger|3. Smaller|5. About the same|8. Don't know|9. Refused|.","",""
"V045113A","V045113A","factor","factor","1. Much larger|2. Somewhat larger|3. About the same|4. Somewhat smaller|5. Much smaller|8. Don't know|9. Refused|.","1. Much larger|2. Somewhat larger|3. About the same|4. Somewhat smaller|5. Much smaller|8. Don't know|9. Refused|.","",""
"V045113B","V045113B","factor","factor","1. Good thing|3. Bad thing|7. Haven't thought|8. Don't know|9. Refused|.","1. Good thing|3. Bad thing|7. Haven't thought|8. Don't know|9. Refused|.","",""
"V045114","V045114","factor","factor","1. Favor|5. Oppose|7. Haven't thought much about this|8. Don't know|9. Refused|.","1. Favor|5. Oppose|7. Haven't thought much about this|8. Don't know|9. Refused|.","",""
"V045115","V045115","factor","factor","1. Increased a lot|2. Increased a little|3. Left the same as it is now|4. Decreased a little|5. Decreased a lot|8. Don't know|9. Refused|.","1. Increased a lot|2. Increased a little|3. Left the same as it is now|4. Decreased a little|5. Decreased a lot|8. Don't know|9. Refused|.","",""
"V045116","V045116","factor","factor","1. Extremely likely|2. Very likely|3. Somewhat likely|4. Not at all likely|8. Don't know|9. Refused|.","1. Extremely likely|2. Very likely|3. Somewhat likely|4. Not at all likely|8. Don't know|9. Refused|.","",""
"V045117","V045117","factor","factor","01. Extremely liberal|02. Liberal|03. Slightly liberal|04. Moderate;middle of the road|05. Slightly conservative|06. Conservative|07. Extremely conservative|80. Haven't thought much {DO NOT PROBE}|88. Don't know|89. Refused|.","01. Extremely liberal|02. Liberal|03. Slightly liberal|04. Moderate;middle of the road|05. Slightly conservative|06. Conservative|07. Extremely conservative|80. Haven't thought much {DO NOT PROBE}|88. Don't know|89. Refused|.","",""
"V045117A","V045117A","factor","factor","1. Liberal|3. Conservative|5. Moderate|7. R Refused to choose|8. Don't know|.","1. Liberal|3. Conservative|5. Moderate|7. R Refused to choose|8. Don't know|.","",""
"V045118","V045118","factor","factor","1. Liberal|3. Conservative|5. Moderate|7. R Refused to choose|8. Don't know|.","1. Liberal|3. Conservative|5. Moderate|7. R Refused to choose|8. Don't know|.","",""
"V045119","V045119","factor","factor","0. NA|1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","0. NA|1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","",""
"V045120","V045120","factor","factor","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","",""
"V045121","V045121","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045122","V045122","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045123","V045123","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045124","V045124","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045125","V045125","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V045126","V045126","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045127","V045127","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045128","V045128","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045129","V045129","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045130","V045130","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045131","V045131","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045132","V045132","factor","factor","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","",""
"V045133","V045133","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V045134","V045134","factor","factor","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","",""
"V045135","V045135","factor","factor","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","",""
"V045136","V045136","factor","factor","0. NA|1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","0. NA|1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","",""
"V045137","V045137","factor","factor","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","",""
"V045138","V045138","factor","factor","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","",""
"V045139","V045139","factor","factor","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","1. By law, abortion should never be permitted|2. The law should permit abortion only in case of rape, ince|3. The law should permit abortion for reasons other than rap|4. By law, a woman should always be able to obtain an aborti|7. Other {SPECIFY} {VOL}|8. Don't know|9. Refused|.","",""
"V045140","V045140","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045141","V045141","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V045142","V045142","factor","factor","1. Discourage companies|3. Encourage companies|5. Should stay out of this matter|8. Don't know|9. Refused|.","1. Discourage companies|3. Encourage companies|5. Should stay out of this matter|8. Don't know|9. Refused|.","",""
"V045142A","V045142A","factor","factor","1. A great deal|5. Only a little|8. Don't know|9. Refused|.","1. A great deal|5. Only a little|8. Don't know|9. Refused|.","",""
"V045143","V045143","factor","factor","1. Favor|5. Oppose|7. Neither favor nor oppose|8. Don't know|9. Refused|.","1. Favor|5. Oppose|7. Neither favor nor oppose|8. Don't know|9. Refused|.","",""
"V045143A","V045143A","factor","factor","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","",""
"V045143B","V045143B","factor","factor","1. Favor strongly|2. Favor not strongly|3. Lead toward favoring|4. Don't lean either way|5. Lean toward opposing|6. Oppose not strongly|7. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|3. Lead toward favoring|4. Don't lean either way|5. Lean toward opposing|6. Oppose not strongly|7. Oppose strongly|8. Don't know|9. Refused|.","",""
"V045144","V045144","factor","factor","1. Favor|5. Oppose|7. Neither/depends/other {VOL} {SPECIFY}|8. Don't know|9. Refused|.","1. Favor|5. Oppose|7. Neither/depends/other {VOL} {SPECIFY}|8. Don't know|9. Refused|.","",""
"V045144A","V045144A","factor","factor","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","",""
"V045145","V045145","factor","factor","1. Extremely good|2. Very good|3. Somewhat good|4. Not very good|7. Don't feel anything {VOL}|8. Don't know|9. Refused|.","1. Extremely good|2. Very good|3. Somewhat good|4. Not very good|7. Don't feel anything {VOL}|8. Don't know|9. Refused|.","",""
"V045145X","V045145X","factor","factor","1. Extremely good|2. Very good|3. Somewhat good|4. Not very good|7. Don't feel anything {VOL}|8. Don't know|9. Refused|.","1. Extremely good|2. Very good|3. Somewhat good|4. Not very good|7. Don't feel anything {VOL}|8. Don't know|9. Refused|.","",""
"V045146","V045146","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V045146X","V045146X","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V045147","V045147","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V045147X","V045147X","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V045148","V045148","factor","factor","1. Extremely strong|2. Very strong|4. Somewhat strong|5. Not Very strong|8. Don't know|9. Refused|.","1. Extremely strong|2. Very strong|4. Somewhat strong|5. Not Very strong|8. Don't know|9. Refused|.","",""
"V045148X","V045148X","factor","factor","1. Extremely strong|2. Very strong|4. Somewhat strong|5. Not Very strong|8. Don't know|9. Refused|.","1. Extremely strong|2. Very strong|4. Somewhat strong|5. Not Very strong|8. Don't know|9. Refused|.","",""
"V045149","V045149","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V045149X","V045149X","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V045150","V045150","factor","factor","1. Gov't bigger because it's involved in things people sho|2. Gov't bigger because problems bigger|8. Don't know|9. Refused|.","1. Gov't bigger because it's involved in things people sho|2. Gov't bigger because problems bigger|8. Don't know|9. Refused|.","",""
"V045151","V045151","factor","factor","1. Need a strong gov't to handle complex economic problems|2. Free market can handle without gov't involvement|8. Don't know|9. Refused|.","1. Need a strong gov't to handle complex economic problems|2. Free market can handle without gov't involvement|8. Don't know|9. Refused|.","",""
"V045152","V045152","factor","factor","1. The less government the better|2. More things government should be doing|8. Don't know|9. Refused|.","1. The less government the better|2. More things government should be doing|8. Don't know|9. Refused|.","",""
"V045153","V045153","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045153A","V045153A","integer","integer","0|1|2|3|4|5|6|7|.","0|1|2|3|4|5|6|7|.","",""
"V045154","V045154","factor","factor","1. Yes, listen|5. No, don't listen|8. Don't know|9. Refused|.","1. Yes, listen|5. No, don't listen|8. Don't know|9. Refused|.","",""
"V045155","V045155","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045155A","V045155A","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045156","V045156","factor","factor","1. Favor|5. Oppose|8. Don't know|9. Refused|.","1. Favor|5. Oppose|8. Don't know|9. Refused|.","",""
"V045156A","V045156A","factor","factor","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","",""
"V045157","V045157","factor","factor","1. Homosexuals should be allowed to serve|5. Homosexuals should not be allowed to serve|8. Don't know|9. Refused|.","1. Homosexuals should be allowed to serve|5. Homosexuals should not be allowed to serve|8. Don't know|9. Refused|.","",""
"V045157A","V045157A","factor","factor","1. Feel homosexuals should be allowed - strongly|2. Feel homosexuals should be allowed - not strongly|4. Feel homosexuals should not be allowed - not strongly|5. Feel homosexuals should not be allowed - strongly|8. Don't know|9. Refused|.","1. Feel homosexuals should be allowed - strongly|2. Feel homosexuals should be allowed - not strongly|4. Feel homosexuals should not be allowed - not strongly|5. Feel homosexuals should not be allowed - strongly|8. Don't know|9. Refused|.","",""
"V045158","V045158","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045159","V045159","factor","factor","1. Yes, differences|5. No, no differences|8. Don't know|9. Refused|.","1. Yes, differences|5. No, no differences|8. Don't know|9. Refused|.","",""
"V045160","V045160","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045160A","V045160A","factor","factor","1. Democrats|5. Republicans|8. Don't know|9. Refused|.","1. Democrats|5. Republicans|8. Don't know|9. Refused|.","",""
"V045161","V045161","factor","factor","1. Yes, have interest|5. No, don't have interest|8. Don't know|9. Refused|.","1. Yes, have interest|5. No, don't have interest|8. Don't know|9. Refused|.","",""
"V045161A","V045161A","factor","factor","1. Govt should see to it|5. Not the Federal govt's business|7. Other {SPECIFY}|8. Don't know|9. Refused|.","1. Govt should see to it|5. Not the Federal govt's business|7. Other {SPECIFY}|8. Don't know|9. Refused|.","",""
"V045161B","V045161B","factor","factor","1. Feel govt should see to jobs - strongly|2. Feel govt should see to jobs - not strongly|4. Feel not govt business - not strongly|5. Feel not govt business - strongly|8. Don't know|9. Refused|.","1. Feel govt should see to jobs - strongly|2. Feel govt should see to jobs - not strongly|4. Feel not govt business - not strongly|5. Feel not govt business - strongly|8. Don't know|9. Refused|.","",""
"V045162","V045162","factor","factor","1. Correctly identifies as Speaker of the House|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","1. Correctly identifies as Speaker of the House|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","",""
"V045162A","V045162A","factor","factor","1. Yes|5. No|.","1. Yes|5. No|.","",""
"V045163","V045163","factor","factor","1. Correctly identifies as Vice_President of the U.S.|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","1. Correctly identifies as Vice_President of the U.S.|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","",""
"V045163A","V045163A","factor","factor","1. Yes|5. No|.","1. Yes|5. No|.","",""
"V045164","V045164","factor","factor","1. Correctly identifies as Prime Minister of England/|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","1. Correctly identifies as Prime Minister of England/|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","",""
"V045164A","V045164A","factor","factor","1. Yes|5. No|.","1. Yes|5. No|.","",""
"V045165","V045165","factor","factor","1. Correctly identifies as Chief Justice of the Supreme|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","1. Correctly identifies as Chief Justice of the Supreme|5. Identification is incomplete or wrong|8. R makes no attempt to guess|9. Refused|.","",""
"V045165A","V045165A","factor","factor","1. Yes|5. No|.","1. Yes|5. No|.","",""
"V045166","V045166","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045167","V045167","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045168","V045168","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045169","V045169","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045170","V045170","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045170A","V045170A","integer","integer","1|2|3|4|5|6|7|8|10|11|12|.","1|2|3|4|5|6|7|8|10|11|12|.","",""
"V045171","V045171","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045172","V045172","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045173","V045173","factor","factor","000. Not female, black or Hispanic|001. Female only|002. Black only|003. Hispanic only|012. Female and black|013. Female and Hispanic|023. Black and Hispanic|123. Female, black and Hispanic|.","000. Not female, black or Hispanic|001. Female only|002. Black only|003. Hispanic only|012. Female and black|013. Female and Hispanic|023. Black and Hispanic|123. Female, black and Hispanic|.","",""
"V045174","V045174","factor","factor","0. NA|1. Yes|5. No|7. Depends {VOL}|8. Don't know|9. Refused|.","0. NA|1. Yes|5. No|7. Depends {VOL}|8. Don't know|9. Refused|.","",""
"V045174A","V045174A","factor","factor","1. A lot|3. Some|5. Not very much at all|8. Don't know|9. Refused|.","1. A lot|3. Some|5. Not very much at all|8. Don't know|9. Refused|.","",""
"V045175","V045175","factor","factor","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","",""
"V045176","V045176","factor","factor","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","",""
"V045177","V045177","factor","factor","0. NA|1. Yes|5. No|7. Depends {VOL}|8. Don't know|9. Refused|.","0. NA|1. Yes|5. No|7. Depends {VOL}|8. Don't know|9. Refused|.","",""
"V045177A","V045177A","factor","factor","1. A lot|3. Some|5. Not very much at all|8. Don't know|9. Refused|.","1. A lot|3. Some|5. Not very much at all|8. Don't know|9. Refused|.","",""
"V045178","V045178","factor","factor","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","",""
"V045179","V045179","factor","factor","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","",""
